phase,task,method,perturbation_family,level,trials_per_condition,required,notes
hardware,pull_ring,nominal,speed_cap,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,speed_cap,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,speed_cap,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,speed_cap,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,calibration_offset,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,calibration_offset,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,calibration_offset,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,calibration_offset,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,camera_shift,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,camera_shift,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,camera_shift,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,camera_shift,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,payload,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,payload,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,payload,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,payload,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,tool_extension,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,tool_extension,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,tool_extension,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,tool_extension,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,friction_surface,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,friction_surface,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,friction_surface,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,friction_surface,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,compound,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,compound,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,compound,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,nominal,compound,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,latency,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,latency,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,latency,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,latency,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,action_noise,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,action_noise,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,action_noise,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,action_noise,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,joint_range,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,joint_range,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,joint_range,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,joint_range,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,gripper_limit,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,gripper_limit,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,gripper_limit,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,gripper_limit,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,speed_cap,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,speed_cap,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,speed_cap,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,speed_cap,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,calibration_offset,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,calibration_offset,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,calibration_offset,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,calibration_offset,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,camera_shift,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,camera_shift,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,camera_shift,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,camera_shift,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,payload,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,payload,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,payload,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,payload,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,tool_extension,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,tool_extension,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,tool_extension,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,tool_extension,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,friction_surface,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,friction_surface,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,friction_surface,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,friction_surface,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,compound,none,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,compound,low,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,compound,medium,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,domain_randomization,compound,high,20,yes,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,grid_worstcase,latency,none,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,grid_worstcase,latency,low,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,grid_worstcase,latency,medium,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
hardware,pull_ring,grid_worstcase,latency,high,20,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
